,Name,Email,Address,reaction,Datetime,Sentiment,Score,Content,Category,Device,Duration,state
169,Helen Carter,HC@gmail.com,"989 Michelle Rapids Apt. 826
New Alyssabury, AK 36821",want,2021-05-20 16:11,positive,70,photo,public speaking,Microsoft,17,AK
170,Sun Edwards,SE@gmail.com,"Unit 4373 Box 3248
DPO AA 01188",like,2020-11-02 6:09,positive,50,photo,public speaking,Apple,85,DP
171,Susan Dodd,SD@gmail.com,"682 Michelle Forge Apt. 257
Port Brandon, WY 73810",indifferent,2020-10-24 15:37,neutral,20,photo,public speaking,HTC,35,WY
172,Sonia Durham,SD@gmail.com,"2004 Chelsea Port
Amandatown, ID 77468",heart,2020-09-07 14:42,positive,60,photo,public speaking,Huawei,29,ID
173,Michael Fernandez,MF@gmail.com,"411 Santana Center Apt. 401
Port Rodney, LA 14985",scared,2021-03-04 2:46,negative,15,photo,public speaking,Apple,49,LA
174,Melvin Powell,MP@gmail.com,"42707 Kim Summit Suite 300
Port Tiffanychester, MI 85051",adore,2021-01-07 14:08,positive,72,photo,public speaking,Samsung,45,MI
175,James Rowley,JR@gmail.com,"093 Jessica Hollow
East Robert, MO 02206",like,2021-03-27 4:56,positive,50,photo,public speaking,Huawei,10,MO
176,Stanley Gough,SG@gmail.com,"5595 Acevedo Lodge
Markmouth, NJ 03458",intrigued,2020-11-21 21:25,positive,45,photo,public speaking,Google,60,NJ
177,Anita Gilliam,AG@gmail.com,"8332 Timothy Run Apt. 980
Martinfurt, NY 85874",cherish,2020-08-22 1:25,positive,70,photo,public speaking,Huawei,6,NY
178,Hazel Eisenhauer,HE@gmail.com,"76915 Ayers Wells Suite 136
Thomasville, TX 41747",peeking,2021-06-14 11:45,neutral,35,photo,public speaking,Google,32,TX
179,Helen Wynn,HW@gmail.com,"10902 Roberts Forge Apt. 632
Christopherville, SC 10981",worried,2020-07-15 19:28,negative,12,photo,public speaking,Apple,58,SC
180,Kerry Flores,KF@gmail.com,"9597 Guzman Bridge Apt. 326
West Veronicaton, SD 07093",intrigued,2021-03-21 14:39,positive,45,photo,public speaking,HTC,35,SD
181,Kristina Pruett,KP@gmail.com,"083 Chan Trace
Port Michaelton, NC 80868",super love,2021-04-07 3:15,positive,75,photo,public speaking,Motorola,76,NC
182,Kenneth Meyn,KM@gmail.com,"2926 Louis Summit Suite 605
Justinton, NM 68686",cherish,2021-04-24 6:56,positive,70,photo,public speaking,Motorola,87,NM
183,Judy Bailey,JB@gmail.com,"066 Shane Trail Apt. 030
Port John, NE 90720",heart,2020-09-30 14:05,positive,60,photo,public speaking,Microsoft,8,NE
184,Elisabeth Stewart,ES@gmail.com,"1480 Wong Bridge Suite 863
West Hunterburgh, MS 92171",scared,2021-01-21 7:08,negative,15,photo,public speaking,HTC,0,MS
185,Maria Kim,MK@gmail.com,"3104 Wilkins Fields
Lake Anthonystad, SC 28577",scared,2021-01-31 13:48,negative,15,photo,public speaking,HTC,92,SC
186,Jeffery Zerbe,JZ@gmail.com,"41287 Miller Isle
Tylermouth, VT 38540",hate,2020-12-24 3:24,negative,5,photo,public speaking,Motorola,99,VT
187,Doyle Miller,DM@gmail.com,"72389 Adams Turnpike
North Tara, IA 95679",disgust,2021-05-27 1:44,negative,0,photo,public speaking,HTC,50,IA
188,Dennis Salazar,DS@gmail.com,"39526 Perry Courts
Lake Christopherside, WA 40989",disgust,2021-02-13 4:14,negative,0,photo,public speaking,Samsung,49,WA
189,Janet Bolen,JB@gmail.com,"5939 Crawford Islands Apt. 775
Reedmouth, GA 72339",adore,2020-07-14 4:36,positive,72,photo,public speaking,Google,39,GA
190,Jose Pankratz,JP@gmail.com,"112 Silva Station
Port Sheilafort, IA 35620",dislike,2020-07-15 16:03,negative,10,photo,public speaking,Samsung,14,IA
191,Hazel Neville,HN@gmail.com,"42350 Wilson Turnpike Suite 472
Mendezmouth, VT 50550",like,2020-10-08 17:23,positive,50,photo,public speaking,Apple,90,VT
192,Cherie Scheuer,CS@gmail.com,"40960 Shaffer Extensions Suite 928
Perezberg, MD 28093",heart,2020-11-12 23:55,positive,60,photo,public speaking,Samsung,4,MD
193,Roberto Mcnair,RM@gmail.com,"41639 Roach Union Suite 767
Amandahaven, MI 76329",intrigued,2020-07-09 8:58,positive,45,photo,public speaking,Google,19,MI
194,Orlando Sapp,OS@gmail.com,"276 Abigail Club Suite 257
Rogershaven, TX 09776",adore,2020-06-26 23:45,positive,72,photo,public speaking,Motorola,3,TX
195,Jamie Shook,JS@gmail.com,"367 Jonathan Throughway Apt. 825
Williammouth, MI 89519",worried,2020-11-20 13:18,negative,12,photo,public speaking,Samsung,22,MI
196,Dena Brandon,DB@gmail.com,"545 Decker Stream
South Antonioville, AK 42672",like,2021-05-29 21:34,positive,50,photo,public speaking,Huawei,33,AK
197,Alma West,AW@gmail.com,"88245 Alexander Road
Garnertown, MD 84931",indifferent,2021-02-22 2:48,neutral,20,photo,public speaking,Samsung,59,MD
198,Carmen Wynne,CW@gmail.com,"977 Bailey Parkways Suite 546
West Davidburgh, MS 03949",scared,2021-01-07 18:39,negative,15,photo,public speaking,Motorola,46,MS
199,Krystal Pauling,KP@gmail.com,"2489 Pierce Ville Suite 169
Barrymouth, AR 44534",adore,2020-10-01 15:10,positive,72,photo,public speaking,Samsung,31,AR
200,Barbara Porter,BP@gmail.com,"84045 James Shores
Lake Robert, NE 39700",hate,2020-11-21 8:24,negative,5,photo,public speaking,Huawei,85,NE
201,Donald Smart,DS@gmail.com,"09458 Brittany Mall
Levinemouth, MD 50169",scared,2021-04-15 13:50,negative,15,photo,public speaking,Huawei,13,MD
202,James Bakerville,JB@gmail.com,"573 Laura Fords
New Joshuastad, AL 08063",want,2020-12-01 15:06,positive,70,photo,public speaking,Samsung,30,AL
203,William Taylor,WT@gmail.com,"9842 Elizabeth Curve
Richton, ND 81103",scared,2020-11-07 0:47,negative,15,photo,public speaking,Apple,80,ND
204,Jennifer Bjorkman,JB@gmail.com,"18111 Jones Spurs Suite 756
New Lauren, PA 29244",super love,2020-06-30 13:08,positive,75,GIF,science,Apple,10,PA
205,Henry Landis,HL@gmail.com,"458 Fox Road
Marcville, AR 57856",heart,2020-08-04 3:09,positive,60,GIF,science,Samsung,90,AR
206,Laura Rodriguez,LR@gmail.com,"1950 Michael Mill
Lindashire, KY 08693",intrigued,2020-07-28 7:01,positive,45,GIF,science,Microsoft,10,KY
207,Sandra Gutierrez,SG@gmail.com,"6624 Russell Shoals
New Michele, WY 56469",super love,2020-10-25 2:39,positive,75,GIF,science,Google,45,WY
208,Alexander Danker,AD@gmail.com,"5969 Brian Dale
Lopezbury, NY 43477",worried,2020-07-05 3:37,negative,12,GIF,science,HTC,15,NY
209,Rhonda Davis,RD@gmail.com,"782 Jack Lodge Apt. 060
Browntown, HI 75958",cherish,2021-04-28 15:16,positive,70,GIF,science,Samsung,52,HI
210,Timothy Martin,TM@gmail.com,"PSC 9080, Box 4772
APO AE 11277",indifferent,2021-01-31 0:54,neutral,20,GIF,science,Microsoft,8,AP
211,Zoe Smith,ZS@gmail.com,"4968 Julia Underpass Apt. 278
Candiceside, DC 70470",adore,2020-08-29 11:37,positive,72,GIF,science,Google,32,DC
212,Jerry Keeton,JK@gmail.com,"727 Sarah Trail
Christineburgh, NM 22196",intrigued,2020-10-15 12:09,positive,45,GIF,science,Motorola,30,NM
213,David Pujols,DP@gmail.com,"282 David Cliffs
Lake Savannah, WA 21990",scared,2020-10-31 21:46,negative,15,GIF,science,Huawei,56,WA
214,Jacob Mcwhite,JM@gmail.com,"5371 Hodges Fords Apt. 787
Hicksmouth, WY 94020",heart,2020-10-12 9:40,positive,60,GIF,science,Huawei,90,WY
215,Michele Calloway,MC@gmail.com,"931 Martinez Walk Apt. 141
Lake Cherylborough, WV 85477",want,2020-12-12 12:22,positive,70,GIF,science,Apple,90,WV
216,Mark Henderson,MH@gmail.com,"7091 Lara Causeway Suite 453
New Lauren, RI 21033",like,2021-01-09 16:37,positive,50,GIF,science,Microsoft,48,RI
217,Lisa Kemp,LK@gmail.com,"974 Oliver Mountain
North Richardport, UT 44941",hate,2020-08-23 4:39,negative,5,GIF,science,Microsoft,26,UT
218,Ruben Herring,RH@gmail.com,"20863 Adams Turnpike Apt. 181
Lake Michelle, OK 08049",love,2020-12-22 4:20,positive,65,GIF,science,Google,50,OK
219,Larry Richards,LR@gmail.com,"57211 Powell Ridges Suite 385
Ronaldmouth, OK 64964",disgust,2020-11-07 8:49,negative,0,GIF,science,Apple,56,OK
220,Michael Kenoyer,MK@gmail.com,"08535 Johnson Springs
New Kevinstad, IN 80720",adore,2021-04-17 22:45,positive,72,GIF,science,HTC,15,IN
221,Oscar Gilman,OG@gmail.com,"2846 Jones Field
Leeberg, ME 29721",scared,2021-04-21 0:21,negative,15,GIF,science,Motorola,67,ME
222,Deborah Jackson,DJ@gmail.com,"PSC 4430, Box 8569
APO AP 15240",intrigued,2020-07-06 2:08,positive,45,GIF,science,HTC,21,AP
223,Melvin Powell,MP@gmail.com,"42707 Kim Summit Suite 300
Port Tiffanychester, MI 85051",love,2021-03-26 5:42,positive,65,GIF,science,Samsung,45,MI
224,Michelle Phillips,MP@gmail.com,"619 Rachael Station Suite 901
Seanhaven, NJ 34840",cherish,2020-09-13 11:24,positive,70,GIF,tennis,Huawei,88,NJ
225,Yen Bruton,YB@gmail.com,"440 Morgan Groves
Sharonmouth, NV 16890",worried,2021-01-28 21:06,negative,12,GIF,tennis,Samsung,36,NV
226,Brain Duckworth,BD@gmail.com,"961 Hughes Station
East Devon, DE 41780",indifferent,2021-01-20 1:15,neutral,20,GIF,tennis,Microsoft,88,DE
227,Ida Cantu,IC@gmail.com,"67413 Lawrence Valleys
South Victortown, PA 70424",super love,2020-09-03 1:15,positive,75,GIF,tennis,Huawei,91,PA
228,Javier Johnson,JJ@gmail.com,"29756 Frances Inlet
Sarahborough, NJ 69740",worried,2021-01-09 10:46,negative,12,GIF,tennis,Apple,99,NJ
229,Jim Whitehead,JW@gmail.com,"37434 Farmer Motorway Apt. 569
North Davidborough, SD 23685",indifferent,2020-09-19 22:29,neutral,20,GIF,tennis,Microsoft,62,SD
230,Bill Nopper,BN@gmail.com,"5969 Bond Plaza
Carlburgh, SD 76175",super love,2021-05-29 7:21,positive,75,GIF,tennis,Motorola,60,SD
231,Henry Landis,HL@gmail.com,"458 Fox Road
Marcville, AR 57856",worried,2021-05-15 19:04,negative,12,GIF,tennis,Samsung,90,AR
232,Gregory Snow,GS@gmail.com,"3728 David Station Suite 760
East Joshuaview, PA 21804",intrigued,2020-08-15 12:27,positive,45,GIF,tennis,Apple,30,PA
233,Diane Martinez,DM@gmail.com,"939 Lucas Junctions
Millsberg, SC 79696",peeking,2021-02-15 3:32,neutral,35,GIF,tennis,HTC,96,SC
234,Doris Jenkins,DJ@gmail.com,"490 Jessica Radial
Lake Connorton, CT 69222",scared,2021-03-29 19:03,negative,15,GIF,tennis,HTC,49,CT
235,Noah Guilliam,NG@gmail.com,"304 Sandra Streets
Kimburgh, AR 30942",scared,2020-07-29 10:40,negative,15,GIF,tennis,Apple,98,AR
236,Raymond Whitley,RW@gmail.com,"01459 Ross Parkways Apt. 126
Haynesshire, MT 71948",hate,2021-05-08 13:47,negative,5,GIF,tennis,HTC,21,MT
237,Victor Chapmon,VC@gmail.com,"7894 Christopher Junction Suite 831
North Shawnburgh, TX 17046",heart,2020-11-06 2:36,positive,60,GIF,tennis,Microsoft,21,TX
238,Jason Roberts,JR@gmail.com,"1827 Margaret Trace
South Geoffreyton, RI 20288",super love,2020-07-25 16:31,positive,75,GIF,tennis,Google,90,RI
239,William Haynes,WH@gmail.com,"46924 Scott Trafficway
Dalemouth, SD 70346",worried,2020-12-04 0:56,negative,12,GIF,tennis,Huawei,78,SD
240,Anthony Keil,AK@gmail.com,"6520 Mary Bridge Suite 490
North Juliashire, UT 32383",super love,2020-09-22 2:08,positive,75,GIF,tennis,HTC,31,UT
241,Gregory Rosales,GR@gmail.com,"0065 Conner Falls Apt. 432
Billyton, MD 48708",hate,2020-07-05 5:50,negative,5,GIF,tennis,Google,81,MD
242,John Arnaud,JA@gmail.com,"USCGC Cunningham
FPO AE 04893",heart,2021-01-11 6:02,positive,60,GIF,tennis,Apple,81,FP
243,Minnie Summerlin,MS@gmail.com,"7586 Ashley Island Apt. 739
East Timothyburgh, ND 03126",want,2021-02-28 7:51,positive,70,GIF,tennis,HTC,40,ND
244,Darlene Kovacs,DK@gmail.com,"783 Rios Stream
Bryantville, DE 43460",intrigued,2020-12-06 13:45,positive,45,GIF,tennis,Motorola,45,DE
245,Wallace Nyberg,WN@gmail.com,"325 Jennifer Brook
Alyssamouth, TN 32854",peeking,2021-05-05 9:54,neutral,35,GIF,tennis,Samsung,48,TN
246,Maria Kim,MK@gmail.com,"3104 Wilkins Fields
Lake Anthonystad, SC 28577",interested,2020-08-27 18:36,positive,30,GIF,tennis,HTC,92,SC
247,June Joseph,JJ@gmail.com,"89496 Webster Road Apt. 848
West Meganshire, OK 40892",heart,2020-10-15 1:29,positive,60,GIF,tennis,Motorola,55,OK
248,Myrtis Clark,MC@gmail.com,"0574 Elizabeth Road Suite 512
East Candiceville, ND 76242",peeking,2021-01-15 11:33,neutral,35,GIF,tennis,Huawei,11,ND
249,Paul Wiese,PW@gmail.com,"226 Kristine Glen
Gibbsshire, SD 36642",intrigued,2021-03-01 20:26,positive,45,GIF,tennis,Motorola,71,SD
250,Crystal Nilson,CN@gmail.com,"15499 Miguel Ridges Suite 922
Hoffmanfort, IL 54149",peeking,2020-11-28 2:11,neutral,35,GIF,tennis,Microsoft,58,IL
251,Benjamin Baker,BB@gmail.com,"12492 Harris Underpass Apt. 319
Larryfurt, OH 30726",cherish,2020-12-30 13:37,positive,70,GIF,tennis,Huawei,73,OH
252,Melvin Wright,MW@gmail.com,"369 Chelsea Plain
Rebeccaport, MD 94455",super love,2021-02-14 21:15,positive,75,GIF,tennis,Motorola,6,MD
253,Peter Moree,PM@gmail.com,"7445 Michael Prairie
Jasonton, WY 09042",cherish,2021-03-27 20:07,positive,70,GIF,tennis,Motorola,68,WY
254,Lydia Page,LP@gmail.com,"274 Deleon Estates
Lake Jennifer, TX 07214",dislike,2020-08-23 7:38,negative,10,GIF,tennis,Huawei,59,TX
255,Alan Moskowitz,AM@gmail.com,"890 Mikayla Ferry
Maryport, KY 28636",heart,2020-11-09 8:23,positive,60,GIF,tennis,Microsoft,14,KY
256,James Bakerville,JB@gmail.com,"573 Laura Fords
New Joshuastad, AL 08063",hate,2021-05-12 20:45,negative,5,GIF,tennis,Samsung,30,AL
257,Alan Rice,AR@gmail.com,"62581 Duran Unions Suite 459
Nancyberg, RI 43155",hate,2021-04-15 13:23,negative,5,GIF,tennis,Apple,15,RI
258,William Cunningham,WC@gmail.com,"495 Eddie Plains
Hoganside, TN 74210",peeking,2020-08-16 22:58,neutral,35,GIF,tennis,Microsoft,77,TN
259,Roberto Mcnair,RM@gmail.com,"41639 Roach Union Suite 767
Amandahaven, MI 76329",disgust,2020-09-11 16:22,negative,0,GIF,tennis,Google,19,MI
260,Javier Johnson,JJ@gmail.com,"29756 Frances Inlet
Sarahborough, NJ 69740",cherish,2020-12-13 15:59,positive,70,GIF,tennis,Apple,99,NJ
261,Willie Green,WG@gmail.com,"18871 Doyle Square Apt. 062
Wrightport, SC 56127",dislike,2020-12-03 8:08,negative,10,GIF,tennis,Samsung,58,SC
262,Ila Buck,IB@gmail.com,"2627 Stacy Trail Suite 425
Anthonyhaven, NJ 89064",disgust,2020-10-13 16:31,negative,0,GIF,tennis,Samsung,82,NJ
263,Gary Hines,GH@gmail.com,"3055 Terry Port Apt. 195
South Ashley, HI 86394",want,2020-12-04 10:04,positive,70,GIF,tennis,Huawei,75,HI
264,Perry North,PN@gmail.com,"0719 Ronald Ports
Theresaland, IL 26004",peeking,2021-01-25 11:00,neutral,35,GIF,tennis,HTC,15,IL
265,Sandra Gutierrez,SG@gmail.com,"6624 Russell Shoals
New Michele, WY 56469",hate,2021-05-04 19:40,negative,5,GIF,tennis,Google,45,WY
266,Kari Jones,KJ@gmail.com,"351 Bolton Avenue Suite 438
Michaelport, OR 87388",disgust,2020-07-23 19:31,negative,0,GIF,tennis,Apple,19,OR
267,Ernest Pangallo,EP@gmail.com,"537 Jessica Crescent
East Christinafort, OR 26165",love,2021-01-06 6:08,positive,65,video,food,Motorola,70,OR
268,James Manske,JM@gmail.com,"18913 Curtis Union
Perrystad, LA 97749",worried,2020-10-21 3:48,negative,12,video,food,HTC,32,LA
269,Kathy Mckeel,KM@gmail.com,"2840 Brandon Groves
Port Mary, CT 72674",worried,2021-02-23 22:36,negative,12,video,food,Google,98,CT
270,Eva Fontenot,EF@gmail.com,"489 Jackson Plaza Apt. 346
Port Nicoleshire, CT 86594",super love,2021-01-26 1:00,positive,75,video,food,Apple,58,CT
271,Pamela Jones,PJ@gmail.com,"285 Robertson Trail Apt. 317
Lindastad, VT 81128",peeking,2020-12-18 14:07,neutral,35,video,food,Apple,63,VT
272,Alan Moskowitz,AM@gmail.com,"890 Mikayla Ferry
Maryport, KY 28636",indifferent,2021-05-23 23:27,neutral,20,video,food,Microsoft,14,KY
273,Elva Norris,EN@gmail.com,"225 Fisher Extensions
Port Lisashire, WI 44007",worried,2020-10-31 3:17,negative,12,video,food,Microsoft,82,WI
274,Ruth Ortega,RO@gmail.com,"1992 Christopher Forks Apt. 487
Beckyborough, ME 48970",indifferent,2021-02-20 20:02,neutral,20,video,food,HTC,86,ME
275,Norma George,NG@gmail.com,"76066 Darren Village
Port Tammie, MI 63748",super love,2020-10-28 13:14,positive,75,video,food,HTC,58,MI
276,Richard Seago,RS@gmail.com,"873 Jill Lane
Romeroville, GA 20232",disgust,2020-12-08 13:12,negative,0,video,food,Huawei,93,GA
277,Mario Phelps,MP@gmail.com,"3155 Kristy Forest Apt. 783
East Aliciaside, NJ 76888",scared,2020-11-04 21:06,negative,15,video,food,Microsoft,95,NJ
278,Roberta Harris,RH@gmail.com,"3846 Maynard Estates Suite 429
Andrewmouth, MD 84230",scared,2020-08-24 13:48,negative,15,video,food,Microsoft,6,MD
279,Elida Jordon,EJ@gmail.com,"182 Robert Common Apt. 673
Delgadoborough, CT 74711",disgust,2021-01-05 13:15,negative,0,video,food,Microsoft,0,CT
280,Robert Mierzejewski,RM@gmail.com,"2857 Green Row
West Elizabethville, TN 15511",adore,2021-02-28 9:21,positive,72,video,food,Microsoft,30,TN
281,Anna Despain,AD@gmail.com,"93322 Marc Meadows
West Christina, OK 19087",dislike,2020-09-22 4:09,negative,10,video,food,Samsung,84,OK
282,Berry Prosper,BP@gmail.com,"2227 Jesse Plaza Suite 997
Webbland, MS 23476",disgust,2020-11-08 2:43,negative,0,video,food,Microsoft,76,MS
283,Ann Becker,AB@gmail.com,"443 Chan View Suite 154
Savagetown, DE 32530",love,2020-10-26 11:48,positive,65,video,food,Apple,77,DE
284,Marion Stecklein,MS@gmail.com,"1944 Gonzalez Cove
South Jason, SD 65716",heart,2020-11-04 14:58,positive,60,video,food,Microsoft,35,SD
285,Yen Bruton,YB@gmail.com,"440 Morgan Groves
Sharonmouth, NV 16890",peeking,2021-03-07 6:31,neutral,35,video,food,Samsung,36,NV
286,Darcel Smith,DS@gmail.com,"51539 Sullivan Extensions Apt. 265
South Travisland, FL 73790",intrigued,2021-06-17 23:27,positive,45,video,food,Samsung,91,FL
287,Mozelle Alligood,MA@gmail.com,"230 House Road Apt. 693
Parsonsfort, AK 22074",intrigued,2020-07-27 23:54,positive,45,video,food,Motorola,60,AK
288,Eleanor Reyes,ER@gmail.com,"2074 Martin Island Suite 412
Bryanton, MD 22137",disgust,2021-04-19 1:45,negative,0,video,food,HTC,52,MD
289,Kenneth Hage,KH@gmail.com,"4831 Robert Inlet Apt. 480
Bradleychester, SD 24116",like,2020-10-05 13:55,positive,50,video,food,Motorola,62,SD
290,Racheal Hart,RH@gmail.com,"30254 Gregory Canyon Suite 734
West Sarah, MT 91811",super love,2020-09-28 8:49,positive,75,video,food,Microsoft,96,MT
291,Kathy Johnson,KJ@gmail.com,"3272 Hall Camp Suite 066
East Nathanborough, AL 79047",dislike,2021-02-25 4:02,negative,10,video,food,Huawei,53,AL
292,Cordelia Reny,CR@gmail.com,"00200 Anna Land
North Hollyfurt, IL 03755",heart,2020-12-24 22:31,positive,60,video,food,Huawei,5,IL
293,Antonia Witt,AW@gmail.com,"7813 David Lights
Riceton, MI 36593",heart,2021-06-15 12:15,positive,60,video,food,Microsoft,82,MI
294,Donna Folsom,DF@gmail.com,"USNV Newman
FPO AE 24533",intrigued,2021-02-12 4:23,positive,45,video,food,Google,20,FP
295,Brittany Miller,BM@gmail.com,"654 Joseph Brooks Apt. 069
West Richardmouth, AZ 86381",adore,2020-08-31 0:39,positive,72,video,food,HTC,23,AZ
296,Jaymie Hastings,JH@gmail.com,"PSC 8837, Box 6590
APO AE 71776",indifferent,2021-01-11 8:47,neutral,20,video,food,Huawei,23,AP
297,Peter Moree,PM@gmail.com,"7445 Michael Prairie
Jasonton, WY 09042",super love,2020-08-02 20:28,positive,75,video,food,Motorola,68,WY
298,Timothy Crum,TC@gmail.com,"2377 Nicholas Springs Apt. 503
North Sara, MN 74761",disgust,2020-10-18 12:49,negative,0,video,food,Apple,3,MN
299,Paul Wiese,PW@gmail.com,"226 Kristine Glen
Gibbsshire, SD 36642",peeking,2021-03-28 8:08,neutral,35,video,food,Motorola,71,SD
300,Richard Uhlig,RU@gmail.com,"36285 Matthew Lake
Veronicaton, ND 33947",super love,2021-02-11 4:02,positive,75,video,food,Apple,57,ND
301,Charles Mondesir,CM@gmail.com,"USNS Bird
FPO AE 07625",heart,2020-08-12 23:43,positive,60,video,food,Motorola,26,FP
302,Richard Seago,RS@gmail.com,"873 Jill Lane
Romeroville, GA 20232",scared,2021-01-07 2:48,negative,15,video,food,Huawei,93,GA
303,Marc Reed,MR@gmail.com,"359 Deanna Vista Apt. 925
Tommyborough, TN 75663",scared,2021-02-19 0:55,negative,15,video,food,Samsung,6,TN
304,Timothy Call,TC@gmail.com,"26351 Johnson Knoll
Port Douglas, PA 11673",super love,2021-06-08 10:45,positive,75,video,food,Microsoft,35,PA
305,Robert Marco,RM@gmail.com,"686 Jones Landing
Bryanmouth, NH 32851",like,2020-10-18 4:17,positive,50,video,food,Apple,54,NH
306,Leroy Whitmore,LW@gmail.com,"74809 Kimberly Circle Apt. 339
Knightbury, IN 44194",super love,2020-11-05 13:54,positive,75,video,food,Microsoft,38,IN
307,Gabriel Chauvin,GC@gmail.com,"PSC 0909, Box 1784
APO AA 16657",intrigued,2020-08-16 12:12,positive,45,video,food,Google,74,AP
308,James Rowley,JR@gmail.com,"093 Jessica Hollow
East Robert, MO 02206",scared,2020-10-14 14:55,negative,15,video,food,Huawei,10,MO
309,Kerry Flores,KF@gmail.com,"9597 Guzman Bridge Apt. 326
West Veronicaton, SD 07093",peeking,2021-04-01 12:04,neutral,35,video,food,HTC,35,SD
310,Michael Davis,MD@gmail.com,"816 Yang Wall Suite 778
East Andrew, SC 48958",like,2020-09-25 6:17,positive,50,video,food,Motorola,77,SC
311,Michelle Phillips,MP@gmail.com,"619 Rachael Station Suite 901
Seanhaven, NJ 34840",intrigued,2021-03-03 18:40,positive,45,audio,travel,Huawei,88,NJ
312,Dale Ordman,DO@gmail.com,"242 Robinson Fields Suite 501
Goodstad, OH 93845",interested,2020-10-30 3:52,positive,30,GIF,Fitness,HTC,72,OH
313,Gregory Snow,GS@gmail.com,"3728 David Station Suite 760
East Joshuaview, PA 21804",like,2021-02-12 5:48,positive,50,GIF,Fitness,Apple,30,PA
314,Carlos Cobb,CC@gmail.com,"0709 Wood Glens
South Jessica, SD 13655",disgust,2021-02-08 3:28,negative,0,GIF,Fitness,HTC,75,SD
315,Margaret Rivera,MR@gmail.com,"409 Cheyenne Mountains
Port Sarahmouth, PA 55508",interested,2021-04-02 7:49,positive,30,GIF,Fitness,Apple,2,PA
